,frete,avaliação_cliente,peso_gr,valor_pagamento,tempo_processamento,tempo_espera,entregue_no_prazo
52376,27.48,3,4200.0,227.38,3.0,12.0,0
52377,23.95,3,450.0,312.95,0.0,7.0,1
52378,10.13,3,650.0,90.26,1.0,5.0,1
52379,10.13,3,750.0,90.26,1.0,5.0,1
52380,43.6,5,8850.0,482.6,3.0,9.0,1
52381,11.85,1,150.0,48.75,4.0,39.0,0
52382,15.07,4,1750.0,309.94,2.0,8.0,1
52384,11.85,1,600.0,123.68,2.0,12.0,0
52386,17.37,5,1500.0,107.27,5.0,11.0,0
52387,16.67,5,1200.0,146.27,0.0,7.0,1
52388,15.23,4,150.0,31.13,1.0,9.0,1
52389,24.69,5,1250.0,124.59,2.0,15.0,0
52390,13.47,5,815.0,98.9,0.0,8.0,1
52391,13.47,5,1150.0,98.9,0.0,8.0,1
52392,18.47,5,157.0,71.35,0.0,8.0,1
52394,8.72,5,275.0,40.62,1.0,10.0,1
52395,30.0,1,3500.0,139.9,8.0,29.0,0
52396,11.85,1,150.0,115.5,9.0,17.0,0
52398,13.37,4,600.0,54.27,3.0,13.0,0
52399,15.1,2,400.0,40.1,4.0,31.0,0
52400,15.22,1,450.0,82.92,7.0,17.0,0
52401,57.32,3,6550.0,177.31,0.0,6.0,1
52402,13.73,5,5550.0,14.52,1.0,10.0,1
52403,13.73,5,5550.0,100.0,1.0,10.0,1
52404,15.83,5,200.0,150.83,1.0,6.0,1
52405,7.39,5,100.0,23.47,0.0,1.0,1
52406,19.44,5,850.0,163.32,5.0,14.0,0
52409,13.95,3,1950.0,132.95,1.0,5.0,1
52410,17.81,5,8350.0,97.71,3.0,12.0,0
52411,11.85,4,4600.0,57.84,7.0,12.0,0
52412,23.35,5,9400.0,133.25,2.0,12.0,0
52413,34.95,5,3200.0,204.85,7.0,13.0,0
52414,17.02,5,400.0,342.02,5.0,9.0,1
52415,7.64,4,50.0,61.94,2.0,3.0,1
52418,18.4,5,150.0,61.3,4.0,7.0,1
52419,16.91,5,410.0,83.91,2.0,10.0,1
52421,19.36,3,9400.0,129.36,4.0,11.0,0
52422,41.02,5,16150.0,188.01,8.0,18.0,0
52423,8.88,5,541.0,35.78,0.0,4.0,1
52424,15.1,5,236.0,61.09,0.0,10.0,1
52425,71.53,2,14150.0,450.53,1.0,7.0,1
52426,15.1,4,200.0,28.75,3.0,22.0,0
52427,22.43,5,838.0,362.42,3.0,37.0,0
52428,12.69,4,250.0,42.59,1.0,15.0,0
52429,18.35,5,150.0,53.34,1.0,14.0,0
52430,16.79,1,150.0,125.38,9.0,22.0,0
52432,34.36,5,2700.0,114.26,6.0,21.0,0
52433,19.15,5,1633.0,144.14,3.0,10.0,1
52434,26.43,5,5200.0,159.13,1.0,15.0,0
52435,36.91,5,16650.0,236.88,8.0,10.0,1
52436,16.06,4,140.0,184.96,2.0,15.0,0
52437,28.35,4,1950.0,228.35,1.0,6.0,1
52438,11.85,5,425.0,50.0,1.0,8.0,1
52439,11.85,5,425.0,9.73,1.0,8.0,1
52440,15.1,5,200.0,64.1,0.0,9.0,1
52441,7.47,5,250.0,37.37,1.0,4.0,1
52442,11.9,5,400.0,68.89,1.0,8.0,1
52443,18.55,5,1050.0,114.55,4.0,10.0,1
52444,17.77,5,3008.0,92.57,2.0,10.0,1
52445,12.48,4,150.0,31.38,1.0,10.0,1
52446,35.05,5,2841.0,214.05,0.0,27.0,0
52447,15.1,5,150.0,35.0,1.0,9.0,1
52448,15.83,5,1050.0,90.83,1.0,2.0,1
52449,0.0,2,584.0,99.9,3.0,15.0,0
52450,17.6,1,1650.0,135.0,5.0,30.0,0
52452,16.32,5,2225.0,114.22,1.0,4.0,1
52453,13.38,3,800.0,64.28,8.0,17.0,0
52454,8.72,5,400.0,43.71,0.0,4.0,1
52455,15.48,4,450.0,119.48,0.0,11.0,0
52457,18.69,4,1900.0,145.69,0.0,10.0,1
52458,29.1,4,3475.0,129.09,1.0,16.0,0
52459,12.2,2,1000.0,448.4,1.0,3.0,1
52463,23.83,5,6550.0,143.82,2.0,6.0,1
52464,13.34,5,533.0,163.24,1.0,6.0,1
52465,7.39,5,100.0,46.58,2.0,3.0,1
52467,24.05,5,792.0,233.95,3.0,7.0,1
52468,19.43,3,1800.0,139.33,12.0,30.0,0
52469,37.37,5,173.0,206.54,10.0,19.0,0
52471,32.33,3,3250.0,159.32,3.0,12.0,0
52473,10.99,3,600.0,65.89,3.0,9.0,1
52474,16.0,5,350.0,176.0,1.0,9.0,1
52475,21.47,5,3200.0,161.47,6.0,13.0,0
52476,14.79,5,1950.0,114.79,2.0,5.0,1
52477,41.87,5,12000.0,461.77,3.0,9.0,1
52478,14.65,3,350.0,83.65,2.0,5.0,1
52479,9.51,1,600.0,99.41,2.0,4.0,1
52480,12.47,4,1350.0,122.37,3.0,7.0,1
52481,18.58,5,1050.0,208.57,0.0,20.0,0
52482,11.99,5,100.0,81.89,5.0,14.0,0
52483,9.24,5,167.0,159.24,1.0,1.0,1
52484,19.61,4,700.0,159.2,9.0,14.0,0
52486,19.65,4,1600.0,78.65,6.0,14.0,0
52487,19.44,3,650.0,54.43,1.0,5.0,1
52488,7.78,5,100.0,14.62,0.0,5.0,1
52489,18.73,3,1100.0,443.73,21.0,31.0,0
52490,11.73,4,700.0,77.72,1.0,6.0,1
52491,11.9,5,1200.0,111.89,2.0,9.0,1
52492,13.53,5,459.0,137.43,1.0,6.0,1
52493,7.67,4,250.0,66.17,6.0,8.0,1
52494,10.55,5,700.0,230.54,4.0,5.0,1
52495,34.38,5,1750.0,154.28,2.0,8.0,1
52496,15.1,5,150.0,35.0,4.0,13.0,0
52497,16.97,1,180.0,186.44,24.0,32.0,0
52499,11.85,5,200.0,26.45,2.0,8.0,1
52500,17.06,1,300.0,261.18,5.0,10.0,1
52503,16.28,4,850.0,182.36,5.0,15.0,0
52505,17.64,5,1700.0,216.64,3.0,8.0,1
52506,19.99,5,700.0,142.98,0.0,8.0,1
52507,10.48,1,444.0,128.48,1.0,15.0,0
52508,15.79,1,200.0,89.58,5.0,36.0,0
52510,8.91,5,350.0,96.81,5.0,6.0,1
52511,15.1,3,150.0,160.74,0.0,16.0,0
52514,19.41,3,1050.0,144.4,1.0,18.0,0
52515,10.96,5,700.0,18.56,0.0,1.0,1
52516,8.72,4,350.0,24.02,0.0,2.0,1
52517,22.96,4,1750.0,76.86,3.0,10.0,1
52518,15.59,5,526.0,135.49,1.0,12.0,0
52519,32.98,1,9100.0,529.92,4.0,11.0,0
52523,18.23,4,1110.0,65.88,7.0,16.0,0
52524,26.63,1,2950.0,296.53,4.0,11.0,0
52525,15.65,5,400.0,40.25,3.0,6.0,1
52526,23.34,5,7100.0,132.49,1.0,7.0,1
52527,19.58,5,600.0,348.8,1.0,7.0,1
52528,12.79,2,150.0,55.28,1.0,4.0,1
52529,17.63,5,100.0,33.62,4.0,15.0,0
52530,15.29,4,200.0,74.28,3.0,12.0,0
52531,14.17,4,200.0,74.07,5.0,17.0,0
52532,21.57,5,100.0,131.57,2.0,19.0,0
52535,16.91,5,400.0,274.81,1.0,6.0,1
52536,15.1,1,550.0,110.0,4.0,43.0,0
52539,21.02,5,2600.0,96.02,5.0,18.0,0
52540,8.03,5,150.0,118.35,7.0,9.0,1
52541,19.51,5,325.0,388.51,1.0,12.0,0
52542,15.79,4,317.0,55.78,2.0,49.0,0
52543,18.32,1,1850.0,171.32,2.0,28.0,0
52544,17.63,3,1550.0,71.53,6.0,14.0,0
52545,17.39,5,400.0,96.14,0.0,7.0,1
52547,7.78,5,500.0,57.68,2.0,3.0,1
52548,16.66,4,200.0,75.65,1.0,8.0,1
52549,14.38,5,425.0,104.28,3.0,19.0,0
52550,17.63,3,50.0,47.62,6.0,13.0,0
52551,15.1,1,167.0,34.09,3.0,17.0,0
52552,57.95,5,2500.0,856.95,0.0,16.0,0
52553,90.62,5,15350.0,662.62,5.0,14.0,0
52556,21.93,5,3200.0,370.93,1.0,6.0,1
52557,17.94,1,1250.0,115.84,4.0,35.0,0
52558,26.25,5,1050.0,551.15,0.0,9.0,1
52560,15.1,5,400.0,40.1,11.0,20.0,0
52561,14.1,5,150.0,60.0,4.0,8.0,1
52562,12.79,5,300.0,32.78,0.0,8.0,1
52563,15.31,5,300.0,95.31,5.0,28.0,0
52564,25.12,5,8900.0,274.12,3.0,6.0,1
52565,21.55,5,8800.0,151.54,0.0,6.0,1
52566,7.72,5,750.0,198.38,7.0,12.0,0
52567,15.43,5,500.0,198.38,7.0,12.0,0
52569,9.94,5,1600.0,66.14,1.0,2.0,1
52570,20.25,1,200.0,286.3,3.0,17.0,0
52571,8.1,1,200.0,286.3,3.0,17.0,0
52572,8.1,1,100.0,286.3,3.0,17.0,0
52574,15.21,3,750.0,80.11,0.0,5.0,1
52575,7.39,5,100.0,30.29,1.0,3.0,1
52576,19.85,5,625.0,114.75,2.0,20.0,0
52577,12.96,5,1150.0,131.96,4.0,9.0,1
52578,7.78,3,100.0,31.77,2.0,3.0,1
52579,14.1,5,400.0,57.0,2.0,10.0,1
52580,13.92,4,2200.0,76.18,2.0,3.0,1
52581,13.92,4,2200.0,7.64,2.0,3.0,1
52582,15.27,4,200.0,39.62,0.0,10.0,1
52583,13.81,5,700.0,78.81,3.0,7.0,1
52584,10.09,5,1000.0,135.09,0.0,7.0,1
52585,92.84,5,19150.0,491.84,1.0,22.0,0
52586,15.11,5,400.0,45.01,9.0,17.0,0
52587,14.61,1,400.0,137.6,3.0,7.0,1
52588,11.85,3,550.0,36.75,0.0,10.0,1
52589,15.87,3,3200.0,175.77,5.0,17.0,0
52591,8.94,5,350.0,92.84,0.0,2.0,1
52592,14.52,5,200.0,34.42,1.0,4.0,1
52593,33.11,4,6050.0,123.1,0.0,6.0,1
52594,22.55,1,5200.0,232.54,2.0,11.0,0
52597,23.04,4,1550.0,57.23,3.0,10.0,1
52598,7.78,3,250.0,29.77,2.0,4.0,1
52599,22.34,4,1870.0,112.24,0.0,8.0,1
52600,8.11,5,250.0,38.01,2.0,3.0,1
52601,22.03,5,8600.0,471.03,2.0,3.0,1
52602,19.95,5,500.0,257.95,2.0,34.0,0
52603,43.39,4,11875.0,213.38,6.0,18.0,0
52604,18.0,5,1550.0,142.0,1.0,9.0,1
52605,16.92,5,400.0,50.92,1.0,15.0,0
52606,14.11,5,200.0,22.31,0.0,10.0,1
52607,27.66,5,7300.0,218.66,3.0,14.0,0
52608,53.61,4,2600.0,1653.6,5.0,22.0,0
52609,15.11,5,1300.0,130.01,2.0,9.0,1
52610,15.23,5,150.0,65.13,2.0,9.0,1
52611,13.78,1,4600.0,442.87,1.0,3.0,1
52612,1.38,1,12600.0,442.87,1.0,3.0,1
52613,27.56,1,1525.0,442.87,1.0,3.0,1
52614,15.76,1,444.0,160.76,1.0,24.0,0
52615,19.7,4,1000.0,124.7,0.0,7.0,1
52616,21.2,5,2500.0,181.1,3.0,9.0,1
52617,18.23,3,150.0,46.13,2.0,13.0,0
52618,12.48,4,100.0,47.38,1.0,5.0,1
52619,14.78,5,650.0,326.79,1.0,6.0,1
52623,2.96,5,500.0,326.79,1.0,6.0,1
52625,16.52,4,550.0,94.42,4.0,17.0,0
52626,29.75,5,525.0,2028.75,3.0,11.0,0
52627,22.93,1,2200.0,260.58,2.0,5.0,1
52633,7.78,5,213.0,42.68,5.0,6.0,1
52634,12.69,5,600.0,44.59,2.0,7.0,1
52635,24.27,4,1600.0,224.27,5.0,14.0,0
52636,21.71,5,1900.0,220.71,0.0,8.0,1
52637,17.62,5,3600.0,129.52,2.0,11.0,0
52638,16.49,5,1250.0,121.48,1.0,5.0,1
52639,20.27,1,1450.0,404.17,2.0,9.0,1
52640,7.53,5,250.0,102.53,0.0,3.0,1
52641,22.93,5,1200.0,58.83,2.0,6.0,1
52642,17.87,1,1825.0,105.77,2.0,43.0,0
52643,75.56,5,11450.0,305.56,5.0,11.0,0
52644,10.0,5,310.0,179.0,2.0,15.0,0
52645,12.06,5,350.0,92.05,2.0,5.0,1
52646,11.85,4,150.0,20.85,4.0,13.0,0
52647,7.78,5,150.0,53.68,4.0,5.0,1
52648,15.33,1,725.0,98.23,5.0,33.0,0
52649,44.45,5,8850.0,164.35,2.0,6.0,1
52650,13.08,3,2600.0,82.98,1.0,14.0,0
52651,15.1,2,138.0,64.1,2.0,20.0,0
52652,20.25,4,4550.0,300.3,3.0,6.0,1
52654,15.32,4,2750.0,190.44,3.0,15.0,0
52656,29.28,5,1383.0,206.01,1.0,10.0,1
52657,2.93,5,1825.0,206.01,1.0,10.0,1
52658,18.26,3,825.0,117.26,1.0,23.0,0
52659,7.39,5,100.0,26.39,0.0,2.0,1
52660,16.83,5,6400.0,177.38,4.0,6.0,1
52662,25.87,1,6400.0,186.42,3.0,52.0,0
52663,18.0,4,2300.0,212.0,3.0,25.0,0
52664,15.49,3,600.0,120.39,3.0,11.0,0
52665,12.69,5,850.0,153.27,3.0,8.0,1
52668,17.67,5,1550.0,77.57,3.0,15.0,0
52669,14.8,5,100.0,164.7,4.0,6.0,1
52670,18.24,5,200.0,37.73,3.0,12.0,0
52671,14.58,5,4500.0,364.55,1.0,4.0,1
52672,9.34,4,350.0,38.48,1.0,4.0,1
52673,9.34,4,200.0,38.48,1.0,4.0,1
52674,16.6,5,675.0,75.5,1.0,8.0,1
52675,18.0,4,300.0,116.9,0.0,17.0,0
52676,11.94,5,200.0,74.94,0.0,12.0,0
52677,17.63,4,300.0,50.53,1.0,6.0,1
52678,7.93,3,200.0,137.93,8.0,12.0,0
52679,7.39,5,200.0,60.88,1.0,4.0,1
52680,24.28,5,300.0,938.93,2.0,14.0,0
52681,41.53,4,1450.0,120.53,2.0,9.0,1
52682,29.51,2,1650.0,187.41,5.0,53.0,0
52683,16.21,1,600.0,20.75,3.0,11.0,0
52684,16.21,1,600.0,204.46,3.0,11.0,0
52685,23.43,5,2300.0,103.33,4.0,16.0,0
52686,15.23,5,150.0,84.13,2.0,16.0,0
52687,11.76,5,825.0,117.66,2.0,7.0,1
52688,40.86,5,6250.0,97.86,3.0,18.0,0
52689,22.45,4,2600.0,92.35,1.0,22.0,0
52691,15.1,5,150.0,65.1,0.0,17.0,0
52692,21.89,5,3350.0,171.79,3.0,10.0,1
52693,18.47,5,556.0,193.03,2.0,25.0,0
52694,34.15,5,300.0,62.14,4.0,14.0,0
52695,11.73,5,1400.0,51.63,4.0,5.0,1
52696,11.85,1,50.0,25.84,4.0,7.0,1
52697,16.18,5,650.0,76.08,4.0,19.0,0
52698,18.23,5,250.0,38.13,1.0,8.0,1
52699,23.21,1,4125.0,82.11,0.0,7.0,1
52700,17.64,1,1550.0,66.64,4.0,21.0,0
52701,9.44,5,750.0,98.62,5.0,9.0,1
52702,20.9,4,850.0,142.89,0.0,16.0,0
52703,9.34,5,700.0,64.34,1.0,5.0,1
52704,19.15,5,175.0,169.14,1.0,5.0,1
52705,17.96,5,2250.0,136.95,3.0,9.0,1
52706,5.82,5,584.0,425.6,1.0,3.0,1
52707,19.98,5,342.0,425.6,1.0,3.0,1
52708,26.33,1,3000.0,175.23,1.0,17.0,0
52709,12.73,1,800.0,68.23,2.0,7.0,1
52710,22.29,3,263.0,73.18,2.0,45.0,0
52711,16.11,5,800.0,62.01,6.0,12.0,0
52712,26.89,5,800.0,76.79,1.0,6.0,1
52713,24.19,5,500.0,1373.19,1.0,10.0,1
52714,23.33,5,6150.0,476.66,6.0,13.0,0
52716,21.36,4,800.0,821.35,1.0,7.0,1
52717,18.84,4,700.0,304.74,1.0,7.0,1
52718,23.87,5,1300.0,208.87,0.0,5.0,1
52719,7.78,5,200.0,19.77,2.0,5.0,1
52720,15.88,3,500.0,175.78,4.0,40.0,0
52721,24.35,4,150.0,43.34,0.0,22.0,0
52722,12.48,5,1182.0,28.96,2.0,3.0,1
52723,12.61,4,156.0,80.61,4.0,10.0,1
52724,16.94,5,1250.0,114.84,3.0,11.0,0
52725,13.78,5,300.0,73.78,1.0,7.0,1
52726,23.92,5,1600.0,173.82,4.0,23.0,0
52727,8.88,4,650.0,33.87,1.0,4.0,1
52728,27.83,5,2300.0,869.33,5.0,18.0,0
52729,18.32,5,1500.0,93.12,1.0,10.0,1
52730,8.78,4,3900.0,271.12,2.0,6.0,1
52734,15.1,3,50.0,45.0,3.0,10.0,1
52735,11.3,4,2000.0,107.79,0.0,10.0,1
52736,11.92,5,100.0,71.92,2.0,6.0,1
52737,57.4,5,1250.0,147.3,1.0,14.0,0
52738,18.28,4,50.0,43.27,0.0,9.0,1
52739,23.15,5,1500.0,620.15,2.0,20.0,0
52741,15.29,5,300.0,41.69,1.0,9.0,1
52742,14.56,5,342.0,234.46,3.0,10.0,1
52743,16.66,4,2425.0,163.65,1.0,6.0,1
52744,11.74,5,733.0,41.64,1.0,5.0,1
52745,19.53,5,950.0,99.43,7.0,13.0,0
52746,10.96,3,90.0,26.76,3.0,8.0,1
52747,19.47,1,750.0,59.46,1.0,7.0,1
52748,15.84,4,600.0,105.74,0.0,16.0,0
52749,19.22,3,1600.0,218.24,7.0,15.0,0
52751,14.1,5,292.0,251.1,2.0,15.0,0
52752,16.05,5,100.0,38.04,2.0,10.0,1
52753,43.61,5,6200.0,298.61,1.0,3.0,1
52754,43.39,1,12275.0,213.38,10.0,22.0,0
52755,9.34,5,800.0,64.24,2.0,5.0,1
52756,19.18,5,300.0,89.17,1.0,20.0,0
52757,13.71,5,5700.0,112.71,2.0,11.0,0
52758,7.78,3,1200.0,46.78,3.0,7.0,1
52759,19.07,3,350.0,74.06,1.0,21.0,0
52760,14.1,5,213.0,1.44,14.0,19.0,0
52761,14.1,5,213.0,37.06,14.0,19.0,0
52762,15.1,2,150.0,148.0,7.0,17.0,0
52766,12.6,1,567.0,236.04,5.0,11.0,0
52772,16.14,5,425.0,70.14,0.0,8.0,1
52773,13.37,5,2200.0,48.37,1.0,6.0,1
52774,19.39,5,580.0,468.39,1.0,10.0,1
52775,34.15,5,450.0,148.3,1.0,7.0,1
52777,12.25,5,350.0,119.25,1.0,9.0,1
52778,8.57,5,400.0,67.24,9.0,10.0,1
52779,14.13,4,350.0,69.03,0.0,17.0,0
52780,34.15,4,275.0,10.98,2.0,24.0,0
52781,34.15,4,275.0,40.16,2.0,24.0,0
52782,16.92,4,400.0,66.91,3.0,18.0,0
52783,22.0,4,2500.0,121.9,1.0,3.0,1
52784,15.1,4,200.0,26.0,2.0,9.0,1
52785,9.09,5,250.0,33.99,2.0,2.0,1
52786,18.58,5,250.0,87.48,3.0,8.0,1
52787,51.88,5,13450.0,501.88,0.0,7.0,1
52788,18.9,5,5950.0,162.7,3.0,9.0,1
52789,13.79,5,500.0,123.74,2.0,12.0,0
52790,15.1,5,150.0,40.0,0.0,9.0,1
52791,22.66,5,3050.0,152.56,1.0,8.0,1
52792,8.76,5,330.0,94.66,2.0,4.0,1
52793,21.85,4,600.0,221.84,0.0,11.0,0
52794,25.43,5,2150.0,123.33,4.0,19.0,0
52795,58.54,4,3700.0,165.54,5.0,19.0,0
52796,24.58,5,2450.0,524.48,2.0,7.0,1
52797,19.12,5,1900.0,139.02,2.0,15.0,0
52798,26.7,4,2450.0,84.4,2.0,7.0,1
52799,15.11,4,300.0,45.01,2.0,15.0,0
52800,13.93,5,600.0,63.83,1.0,6.0,1
52801,10.15,5,100.0,110.44,1.0,8.0,1
52802,20.31,5,350.0,110.44,1.0,8.0,1
52803,13.43,5,1650.0,72.43,7.0,14.0,0
52804,32.28,5,5700.0,168.18,3.0,7.0,1
52805,16.53,5,700.0,96.43,0.0,5.0,1
52806,13.86,5,1900.0,133.76,1.0,14.0,0
52807,37.9,5,1000.0,82.8,6.0,21.0,0
52808,7.78,5,250.0,41.68,0.0,2.0,1
52809,15.12,1,650.0,136.24,1.0,35.0,0
52811,11.85,2,150.0,31.84,1.0,8.0,1
52812,15.38,5,413.0,105.28,1.0,13.0,0
52813,19.87,4,1550.0,315.77,0.0,3.0,1
52814,16.5,4,1250.0,387.99,0.0,14.0,0
52816,12.79,4,50.0,29.69,2.0,10.0,1
52817,15.1,5,1050.0,35.0,3.0,17.0,0
52818,16.21,5,400.0,126.11,2.0,10.0,1
52819,16.39,5,600.0,152.58,3.0,9.0,1
52821,19.38,5,550.0,46.28,1.0,4.0,1
52822,21.18,3,350.0,76.17,2.0,22.0,0
52823,7.39,5,300.0,24.29,0.0,1.0,1
52824,7.87,4,150.0,35.77,0.0,2.0,1
52825,18.51,5,250.0,76.51,1.0,9.0,1
52826,11.85,5,150.0,36.35,6.0,13.0,0
52827,15.1,5,167.0,38.09,3.0,14.0,0
52828,19.93,5,1000.0,124.93,6.0,17.0,0
52829,13.37,5,1550.0,63.27,6.0,13.0,0
52830,32.27,5,1600.0,792.17,1.0,6.0,1
52831,15.79,4,150.0,45.69,0.0,14.0,0
52832,17.67,4,1500.0,232.71,2.0,10.0,1
52835,15.48,5,850.0,368.96,5.0,9.0,1
52838,13.47,5,1800.0,31.12,1.0,6.0,1
52839,12.69,5,400.0,35.19,2.0,9.0,1
52840,21.1,5,1900.0,121.0,0.0,10.0,1
52841,12.79,5,128.0,117.38,1.0,6.0,1
52843,10.96,5,250.0,59.96,0.0,7.0,1
52844,13.65,5,1383.0,103.55,3.0,9.0,1
52845,19.38,5,1200.0,139.38,0.0,4.0,1
52846,9.52,5,450.0,119.42,2.0,4.0,1
52847,9.34,3,800.0,34.23,4.0,5.0,1
52848,16.11,5,150.0,30.1,2.0,9.0,1
52849,11.85,5,200.0,26.75,2.0,5.0,1
52850,25.85,5,5150.0,193.4,1.0,5.0,1
52854,60.49,5,300.0,90.48,2.0,14.0,0
52855,19.46,5,700.0,89.45,2.0,20.0,0
52856,21.22,5,551.0,311.12,3.0,5.0,1
52857,15.1,3,350.0,35.0,1.0,25.0,0
52858,19.32,4,1200.0,46.52,0.0,6.0,1
52859,15.65,5,3950.0,125.65,2.0,16.0,0
52860,17.55,3,3500.0,217.45,9.0,12.0,0
52861,18.46,5,213.0,69.36,5.0,15.0,0
52862,15.13,4,350.0,70.03,2.0,11.0,0
52863,15.23,4,249.0,70.44,3.0,12.0,0
52865,10.05,2,1600.0,387.99,0.0,4.0,1
52866,15.07,2,350.0,387.99,0.0,4.0,1
52869,10.04,2,7050.0,387.99,0.0,4.0,1
52870,12.13,2,1850.0,102.03,4.0,8.0,1
52871,13.0,4,1400.0,72.5,3.0,11.0,0
52872,17.8,3,5850.0,96.8,4.0,14.0,0
52873,20.86,5,550.0,719.86,0.0,2.0,1
52874,84.85,4,15250.0,414.75,10.0,17.0,0
52875,21.24,4,3100.0,256.48,1.0,9.0,1
52877,39.31,5,11100.0,2288.31,1.0,3.0,1
52878,11.73,5,6038.0,163.46,4.0,5.0,1
52880,18.23,5,250.0,36.13,5.0,11.0,0
52881,9.86,5,550.0,176.3,0.0,1.0,1
52882,13.78,5,173.0,107.78,1.0,13.0,0
52883,14.06,4,1600.0,163.06,1.0,7.0,1
52884,14.27,5,660.0,793.27,0.0,2.0,1
52885,8.72,4,400.0,65.71,0.0,7.0,1
52886,28.34,3,950.0,405.33,1.0,16.0,0
52887,7.08,3,1050.0,405.33,1.0,16.0,0
52891,18.98,3,1200.0,143.98,0.0,7.0,1
52892,13.52,4,3150.0,774.03,0.0,2.0,1
52893,13.51,4,250.0,774.03,0.0,2.0,1
52894,36.29,1,9000.0,505.12,7.0,19.0,0
52898,18.99,1,575.0,267.99,1.0,47.0,0
52899,27.49,4,2425.0,194.48,2.0,16.0,0
52900,10.96,5,400.0,47.9,0.0,6.0,1
52902,26.67,3,16600.0,66.57,2.0,7.0,1
52903,14.22,5,867.0,64.12,1.0,6.0,1
52904,12.69,5,1300.0,62.59,1.0,8.0,1
52905,13.96,5,13483.0,245.76,3.0,8.0,1
52907,11.73,4,700.0,80.73,2.0,5.0,1
52908,16.53,5,700.0,65.53,0.0,5.0,1
52909,22.44,3,275.0,257.43,1.0,13.0,0
52910,57.25,4,1700.0,157.24,10.0,30.0,0
52911,13.94,3,450.0,145.29,7.0,18.0,0
52912,15.23,5,100.0,40.21,2.0,8.0,1
52913,20.33,3,900.0,319.33,5.0,17.0,0
52914,24.39,5,2500.0,99.29,0.0,5.0,1
52915,20.08,5,5400.0,139.42,0.0,11.0,0
52918,12.48,5,187.0,58.76,2.0,9.0,1
52920,17.67,4,4300.0,77.57,3.0,11.0,0
52921,13.15,5,193.0,115.15,1.0,9.0,1
52922,7.78,1,117.0,2.28,1.0,3.0,1
52923,7.78,1,117.0,80.4,1.0,3.0,1
52924,14.59,4,5400.0,129.16,15.0,25.0,0
52926,15.1,3,450.0,55.1,5.0,20.0,0
52927,12.72,5,173.0,96.72,2.0,11.0,0
52928,12.03,5,1050.0,111.93,1.0,3.0,1
52929,16.6,5,1170.0,64.09,4.0,8.0,1
52930,22.37,5,7000.0,101.37,1.0,10.0,1
52931,17.89,1,2300.0,157.89,1.0,8.0,1
52932,18.23,5,200.0,37.13,2.0,9.0,1
52933,23.64,5,1300.0,93.54,2.0,9.0,1
52934,20.74,5,700.0,1220.64,2.0,9.0,1
52935,20.64,5,1100.0,297.64,4.0,18.0,0
52936,17.59,5,5200.0,30.0,2.0,7.0,1
52939,17.59,5,5200.0,50.0,2.0,7.0,1
52944,17.59,5,5200.0,305.58,2.0,7.0,1
52945,16.63,5,5200.0,149.33,0.0,1.0,1
52946,41.55,5,2600.0,1341.45,4.0,16.0,0
52947,7.78,5,133.0,28.68,0.0,1.0,1
52948,33.11,5,150.0,113.53,1.0,9.0,1
52949,0.53,5,225.0,113.53,1.0,9.0,1
52950,18.23,4,50.0,46.13,0.0,6.0,1
52951,13.37,5,1250.0,50.87,5.0,10.0,1
52952,13.89,5,180.0,92.79,0.0,5.0,1
52953,18.23,5,250.0,47.23,1.0,15.0,0
52954,38.58,3,15700.0,315.16,2.0,26.0,0
52956,17.37,4,1250.0,177.36,1.0,24.0,0
52957,9.05,5,887.0,108.05,0.0,4.0,1
52958,8.43,1,100.0,181.73,1.0,5.0,1
52959,23.61,1,513.0,181.73,1.0,5.0,1
52960,12.4,5,1350.0,112.3,6.0,7.0,1
52961,7.94,5,173.0,105.73,3.0,9.0,1
52962,52.8,1,5200.0,282.8,7.0,35.0,0
52963,23.0,5,1150.0,82.9,1.0,10.0,1
52964,17.0,2,850.0,49.99,18.0,45.0,0
52965,15.84,4,610.0,170.84,4.0,18.0,0
52966,19.5,5,850.0,63.48,0.0,5.0,1
52967,33.43,5,400.0,55.93,1.0,4.0,1
52969,13.42,5,500.0,70.42,1.0,7.0,1
52970,14.1,5,250.0,39.09,3.0,10.0,1
52971,14.1,3,300.0,42.09,1.0,5.0,1
52972,34.15,3,300.0,59.14,1.0,25.0,0
52974,10.96,3,400.0,35.86,6.0,11.0,0
52975,47.56,5,1500.0,207.56,1.0,27.0,0
52976,13.43,5,1000.0,52.43,4.0,7.0,1
52977,16.11,3,810.0,61.1,0.0,21.0,0
52978,23.35,5,750.0,133.25,0.0,7.0,1
52979,7.87,3,600.0,40.36,1.0,5.0,1
52980,27.14,5,417.0,406.14,0.0,9.0,1
52981,8.82,1,12300.0,63.82,1.0,4.0,1
52982,21.52,4,250.0,155.46,3.0,10.0,1
52983,8.96,4,200.0,155.46,3.0,10.0,1
52984,15.1,5,200.0,45.0,5.0,18.0,0
52985,12.79,5,180.0,25.67,1.0,4.0,1
52986,7.93,5,300.0,102.93,0.0,31.0,0
52987,18.51,4,147.0,108.41,2.0,10.0,1
52988,7.43,4,800.0,31.32,7.0,10.0,1
52989,40.2,1,9850.0,400.2,0.0,5.0,1
52991,51.33,4,6550.0,200.33,0.0,7.0,1
52992,17.68,5,1900.0,96.67,0.0,5.0,1
52993,19.15,1,650.0,1008.3,3.0,57.0,0
